	mentions	scholar
1186	1	Питера Глура
1187	1	Брюс Шпигельман
1188	1	Роспечати Сеславинский
1189	1	Ван Хутан
1190	1	Джек Барнс
1191	1	Кисингом
1192	1	Кристофера Киба
1193	1	Пенсильвании Вермонта
1194	1	Уайслера
1195	1	Велихов
1196	1	Стивен Бэлбас
1197	1	Хоули
1198	1	Фрэнка Стефани
1199	1	Стефани
1200	1	Марианна Стрикродт
1201	1	Микророботы
1202	1	Элиас Айфантис
1203	1	Кристин Маккарти
1204	1	Стивена Хокинга
1205	1	Яков Шарвит
1206	1	Авраам Гершко Ирвин Роуз
1207	1	Аарон Цихановер
1208	1	Анри Дебейонем
1209	1	Нимоя
1210	1	Каркемыше
1211	1	Николо Маркетти
1212	1	Ивуара
1213	1	Эрнана
1214	1	Мерсенн
1215	1	Сэмми
1216	1	Скандинавы
1217	1	Виргинии Джулия
1218	1	Батый
1219	1	Пуру Джена
1220	1	Кристен Стюарт
1221	1	Томас Мартин
1222	1	Фукусимского
1223	1	Петер Рабл
1224	1	Луи Пастер
1225	1	Тринити-Колледжа
1226	1	Дублине
1227	1	Сидорова
1228	1	Ухань
1229	1	Нью Адин Флинкер
1230	1	Шерри Нельсон
1231	1	Серж
1232	1	Сильвен Трудль
1233	1	Бардин
1234	1	Эммы Лундберг
1235	1	Луизианны
1236	1	Тейей
1237	1	Фрайбурга
1238	1	Сью Блэк
1239	1	Сергея Шлеева
1240	1	Клементины Хантер
1241	1	Уильямом Фрэнсисом Граймсом
1242	1	Одри Уильямсом
1243	1	Томас Стритер
1244	1	Лотто
1245	1	Пурвса
1246	1	Хартмута Невена
1247	1	Руссо
1248	1	Голландии
1249	1	Клавдий
1250	1	Арадам
1251	1	Теодор
1252	1	Давида
1253	1	Альдебаран
1254	1	Алена Козлова Николай Михайлов
1255	1	Млечина
1256	1	Инесса Григалюнене
1257	1	Наталья Зазулина
1258	1	Семенов
1259	1	Штейнер
1260	1	Грег Вудс
1261	1	Алекс Крисс
1262	1	Черезова
1263	1	Черезов
1264	1	Аляске
1265	1	Бертольд Лауфер
1266	1	Мэттью Фриманом
1267	1	Осипова
1268	1	Гордона Белла
1269	1	Щербак
1270	1	Мартина Вегенера
1271	1	Энстид
1272	1	Баттерхэм
1273	1	Эксетерского
1274	1	Крис Бох
1275	1	Ричард Макэльрит
1276	1	Кентукки Чанго Чжаня
1277	1	Стаббс
1278	1	Кристофер Стаббс
1279	1	Кристин Хоукс
1280	1	Хоукс
1281	1	Трунин
1282	1	Остия
1283	1	Сюй Син
1284	1	Рида
1285	1	Юнион
1286	1	Росгарде
1287	1	Джозеф Меерт
1288	1	Скандинавии
1289	1	Васкес
1290	1	Саймона Фрейзера
1291	1	Колларда
1292	1	Минсельхоза Ткачев
1293	1	Лимфоциты
1294	1	Элизабет Пенниси
1295	1	Джо Кин
1296	1	Свинаренко
1297	1	Георгом Стеллером
1298	1	Коулмана
1299	1	Конора Уолша
1300	1	Туринского
1301	1	Мелани Сейлер
1302	1	Сорбонны
1303	1	Кавли
1304	1	Аланом Гутом
1305	1	Оганова
1306	1	Сянфеном Чжоу
1307	1	Ларри Пейдж
1308	1	Ньюкасл
1309	1	Эрнест Лауэ
1310	1	Демианом Чапманом
1311	1	Ахмед Шафик
1312	1	Меллы
1313	1	Элизабет Хиллман
1314	1	Робочасы
1315	1	Йохан Линдгрен
1316	1	Рамирес
1317	1	Элбакян
1318	1	Айзенберг
1319	1	Николас Конрад
1320	1	Хэфэй
1321	1	Кронин
1322	1	Говардом Ласником
1323	1	Джонсон
1324	1	Амхерсте
1325	1	Хемиш
1326	1	Марлен Зук
1327	1	Хэмиша
1328	1	Светланы Купцовой
1329	1	Купцовой
1330	1	Таши
1331	1	Рауль Кано
1332	1	Красновато-Коричневые
1333	1	Софи
1334	1	Шоном Карлсоном
1335	1	Трэвиса Олдса
1336	1	Леесит
1337	1	Эльсе Роэсдаль
1338	1	Эрнст Сидсинг
1339	1	Тан
1340	1	Чикагского
1341	1	Ричард Уокер
1342	1	Рагвендра Сахай
1343	1	Эрика Такер
1344	1	Иннополис
1345	1	Госдумы
1346	1	Мясищева
1347	1	Акселя Янке
1348	1	Янке
1349	1	Тобиас
1350	1	Эджкомба Джордж Беккалони
1351	1	Кристина Даффи
1352	1	Даффи
1353	1	Андраша
1354	1	Джесси Миллек
1355	1	Лисабет Гудмундсдоттир
1356	1	Кэри Лойолы
1357	1	Кларксон Нью
1358	1	Биддер
1359	1	Тиба
1360	1	Варшавского
1361	1	Симобаба
1362	1	Южнокорейский
1363	1	Муна
1364	1	Кванг Во-Сук
1365	1	Казунари Тайра
1366	1	Мэрси Рэфке
1367	1	Сергеевича Жукова
1368	1	Фани Кукули
1369	1	Корнелии
1370	1	Строматы
1371	1	Оклахомы
1372	1	Роберта
1373	1	Рюудзи Морисимы
1374	1	Эрелла Ховерс
1375	1	Дэвид Мелтцер
1376	1	Кристиана
1377	1	Солл Прайс
1378	1	Посидонием
1379	1	Сара Дюран
1380	1	Дюран
1381	1	Заки
1382	1	Твиттера
1383	1	Бернард Гренфелл
1384	1	Артур Хант
1385	1	Алкидамант
1386	1	Джеймс Дженсоу
1387	1	Эрве Бошран
1388	1	Гойе
1389	1	Стефана Уламека
1390	1	Калтеха Маклу Брауну
1391	1	Батыгину
1392	1	Стэнфорде
1393	1	Митохондрии
1394	1	Карлова
1395	1	Мартина Экерманна
1396	1	Нью-Йоркского
1397	1	Качнер
1398	1	Годдарда
1399	1	Звягина
1400	1	Крис Томас
1401	1	Витрувий
1402	1	Скосырев
1403	1	Татьяна
1404	1	Татьяны
1405	1	Гийем Англада
1406	1	Кристоф Гербер
1407	1	Джошуа Пеппер
1408	1	Килского
1409	1	Полли Шаафсма
1410	1	Фрэнсис Барнс
1411	1	Маском
1412	1	Саймон Мэйс
1413	1	Эстер Кларк
1414	1	Такаси Йоко
1415	1	Стеффенсен
1416	1	Юлиус Нильсен
1417	1	Кристен Хоукс
1418	1	Ажита Чаудари
1419	1	Лихайского
1420	1	Молчанов
1421	1	Яны Корниенко
1422	1	Нагойи
1423	1	Чжао Цзюнь
1424	1	Дэвид Офисер
1425	1	Каустубх Адхикари
1426	1	Лоран Бернадак
1427	1	Маркусом Хорвитцом
1428	1	Элизабет Конгдон
1429	1	Конгдон
1430	1	Ральф
1431	1	Карл Мюррей
1432	1	Сакара
1433	1	Осыко
1434	1	Яна Цзя
1435	1	Пейнс
1436	1	Саволайнен
1437	1	Павсания
1438	1	Патрик Маркей
1439	1	Эльзон
1440	1	Томоса Проффитта
1441	1	Хубермана
1442	1	Менхивар
1443	1	Хулио Сезар Риегос
1444	1	Анхелес Гранадос
1445	1	Фредерик Снайдер
1446	1	Бригама Янга
1447	1	Эндонуклеазы
1448	1	Рейснер
1449	1	Т-Клетки
1450	1	Ковалев
1451	1	Ищенко
1452	1	Колина
1453	1	Ребен
1454	1	Элизабет Белл
1455	1	Бохума
1456	1	Карл Галински
1457	1	Галински
1458	1	Эрик Хобсбаум
1459	1	Лириды
1460	1	Вэйсин Лю
1461	1	Минъи Тянь
1462	1	Яксли
1463	1	Симона Йетч
1464	1	Таитяне
1465	1	Наньфана Юя
1466	1	Веселина Костова
1467	1	Килиана Зингера
1468	1	Филипа Корлетта
1469	1	Старостина
1470	1	Джозефом Гринбергом
1471	1	В. М. Иллич-Свитыч
1472	1	Морис Сводеш
1473	1	Стангтей Ким
1474	1	Говард Бреннер
1475	1	Брюсом Менге
1476	1	Ховерборд Марти Макфлая Канадец Каталин
1477	1	Клаэс
1478	1	Третьякова
1479	1	Алекс Йодер
1480	1	Еврокомиссии
1481	1	Дастин Лэнг
1482	1	Дорошкевичем
1483	1	Дэвид Смит
1484	1	Зоуи Даблдей
1485	1	Мишель Марешаль
1486	1	Йона
1487	1	Руслана Беликова
1488	1	Джим Грин
1489	1	Тоситака Судзуки
1490	1	Сакураи
1491	1	Пауля
1492	1	Анне Остин
1493	1	Жилище
1494	1	Ольга Эдельман
1495	1	Миронов
1496	1	Стефании Вернер
1497	1	Отторино
1498	1	Робин Нивер
1499	1	Сенсор
1500	1	Фронимос
1501	1	Лина
1502	1	Юдзи Икегайя
1503	1	Грегер Ларсон
1504	1	Нестерова
1505	1	Сергей Каракаев
1506	1	Ренн
1507	1	Городецкий
1508	1	Микросферы
1509	1	Городецкого
1510	1	Томас
1511	1	Зевенбергена
1512	1	Бетти Даймонд
1513	1	Джозефа Олтмана
1514	1	Костас Сисманидис
1515	1	Аристотель
1516	1	Рекс Уоллес
1517	1	Ларри Бернса
1518	1	Лазарева
1519	1	Тата
1520	1	Грэму Викерсу
1521	1	Туко-Туко Йейтса
1522	1	Йейтса
1523	1	Энрике
1524	1	Эрики Куэльяр
1525	1	Фенимором Купером
1526	1	Северусу Снейпу
1527	1	Густаву Полэю
1528	1	Петеру Ыну
1529	1	Хосе Мендосой
1530	1	Северусе Снейпе
1531	1	Омникоптер
1532	1	Депутат-Лейборист Эндрю Миллер
1533	1	Джим Шеннон
1534	1	Васэда
1535	1	Майкл Брукс
1536	1	Крис Уормолд
1537	1	Марека
1538	1	Майкл Мумма
1539	1	Ботвиником
1540	1	Джеффри Уайатт
1541	1	Дэвид Тернер
1542	1	Тернер
1543	1	Флоор
1544	1	Техас
1545	1	Роуэн Локвуд
1546	1	Пагани
1547	1	Горгона
1548	1	Гордон
1549	1	Тони Скайрма
1550	1	Антиферромагнетики
1551	1	Дэйва
1552	1	Дэйв
1553	1	Тангароа
1554	1	Филиппа Хайтовича
1555	1	Нельсоном Глюком
1556	1	Эреца
1557	1	Патрик Фортер
1558	1	Давида Баракки
1559	1	Майкл Колдуэлл
1560	1	Митле
1561	1	Антонио Паолини
1562	1	Лебанон Вэлли
1563	1	Кристина Питерс
1564	1	Марианна
1565	1	Вечерницы
1566	1	Кайзерслаутерна
1567	1	Наонобу Нода
1568	1	Давид Лаццери
1569	1	Ивонн Миранда
1570	1	Кеннет Конг
1571	1	Шерил
1572	1	Даревский
1573	1	Дэвиса
1574	1	Чарльз Форсберг
1575	1	Бао
1576	1	Марсио
1577	1	Морганом
1578	1	Кэрол Джонстон
1579	1	Хуажонг
1580	1	Веббер
1581	1	Салим Альхабаш
1582	1	Кристофер Эванс
1583	1	Хоу
1584	1	Велосипед-Конструктор
1585	1	Сантос
1586	1	Сьюзан
1587	1	Жаботинский
1588	1	Универститета Дикина
1589	1	Райнера
1590	1	Исигуро
1591	1	Супердиффузия Леви
1592	1	Экспиру
1593	1	Гластонбери
1594	1	Николас Конард
1595	1	Эрнст Зайдль
1596	1	Мендес
1597	1	Спитцер
1598	1	Эммануэль Алалуф
1599	1	Сомик
1600	1	Мартинс
1601	1	Роберт Ренкин
1602	1	Кристиано
1603	1	Уолтера Амороса
1604	1	Брокбанк
1605	1	Папиташвили
1606	1	Кэтлин Кеньон
1607	1	Табита Бояджян
1608	1	Алессандро Фламмини
1609	1	Вет
1610	1	Дэвидом Наттом
1611	1	Аманда Филдинг
1612	1	Юрий Маслаковец
1613	1	Натаниэль Кларк
1614	1	Мартином Феклером
1615	1	Юдин
1616	1	Райнер Вайсс
1617	1	Сэмюэл Кумар Ахмед
1618	1	Гуаньин
1619	1	Марселино Санс
1620	1	Хоссфельд
1621	1	Голитко
1622	1	Рицумейкан
1623	1	Шандаров
1624	1	Аарон Робертс
1625	1	Робертсу
1626	1	Питтсбургского
1627	1	Филиппа Вонга
1628	1	Бен Ходжес
1629	1	Дэвид Роберт Гримс
1630	1	Макса Джеймс Фаупель
1631	1	Стивен Добсон
1632	1	Юньнань
1633	1	К. Н. Дикшит
1634	1	Б. Р.
1635	1	Согорин
1636	1	Карла Браун
1637	1	Данилович
1638	1	Тим
1639	1	Хасана Рухани
1640	1	Остерхольм
1641	1	Фионы
1642	1	Маршалл
1643	1	Фрэнк Вильчек
1644	1	Монро
1645	1	Задереева
1646	1	Санкт-Петербургского
1647	1	Дилана
1648	1	Йонас Фрисен
1649	1	Константинос Мелетис
1650	1	Ричарда Олдриджа
1651	1	Феоктист
1652	1	Будкера
1653	1	Аквилы
1654	1	Дэвид Робертсон
1655	1	Робертсон
1656	1	Интересно
1657	1	Грег Кронин
1658	1	Лабаран
1659	1	Бернар Карон
1660	1	Ята
1661	1	Бернард Феринга
1662	1	Джошуа Мендела
1663	1	Герман Эрлих
1664	1	Арканзаса
1665	1	Ашкелон
1666	1	Некоторым
1667	1	Аманды Бейтс
1668	1	Круглов
1669	1	Лэйдр
1670	1	Джека Дэвиса
1671	1	Кэрли Хауэтта
1672	1	Роджером Ласкеном
1673	1	Ротамстедской
1674	1	Йерган
1675	1	Раян Бойд
1676	1	Джеймс Пенбэйкер
1677	1	Шекспира Льюиса Теобальда
1678	1	Волоколамский Иларион
1679	1	Гарфинкелем
1680	1	Хани Хелала
1681	1	Майкл Харрис
1682	1	Карл Крамер
1683	1	Саундарараджана
1684	1	Оливера
1685	1	Цяолинь Дэн
1686	1	Леонарда Сасскинда
1687	1	Горманом
1688	1	Джавед Ахмед
1689	1	Аттенборо
1690	1	Магнуса Гольфалька
1691	1	Дзюннина Фудзивара-Но Накамаро
1692	1	Токийского
1693	1	Шарлотта Бойе Андерсен
1694	1	Лисбет Имер
1695	1	Оле Каппель
1696	1	Томас Миллер
1697	1	Нариман Баттулин Вениамин Фишман
1698	1	Мензоров
1699	1	Шахара Криспина
1700	1	Беркли Эндрю Семен
1701	1	Шимшон
1702	1	Торнберри
1703	1	Дегтярева
1704	1	Фрейзер Стоддард
1705	1	Феринга
1706	1	Адриан Гетц
1707	1	Педиатр-Онколог Малькольм Смит
1708	1	Коламбусе Тимоти Крип
1709	1	Кортни Хофман
1710	1	Дэвида Фильо
1711	1	Тодд Блэкледж
1712	1	Билл Сюн
1713	1	Блэкледж
1714	1	Сюн
1715	1	Тайваньского
1716	1	Флойда Ромсберга
1717	1	Ларса Эйнарссона
1718	1	Петер Саволайнен
1719	1	Уэйн
1720	1	Алехандро Гарсиа Рейди
1721	1	Эрика Штайнбринга
1722	1	Линдли Джонсон
1723	1	Тициана Розетто
1724	1	Воллингфорде
1725	1	Джессика Агарваль
1726	1	Джессика Аграваль
1727	1	Маратусе
1728	1	Вице-Президент Крис Пенроз
1729	1	Юркин
1730	1	Янбо
1731	1	Денни Чамберс
1732	1	Дерекс
1733	1	Роберт Бойд
1734	1	Губайловского
1735	1	Кардиффского
1736	1	Уайтсайд
1737	1	Кристиан Рене
1738	1	Иоаннис Йеропулос
1739	1	Йеропулос
1740	1	Найбэккен
1741	1	Хипса
1742	1	Ципфа
1743	1	Уильямом Бибом
1744	1	Жоау Зильхау
1745	1	Шанкар Чаттерджи
1746	1	Чаттерджи
1747	1	Эдриан Смит
1748	1	Коулман
1749	1	Дуйсбурга
1750	1	Алан Уилсон
1751	1	Уилсон
1752	1	Ракоскорпионы
1753	1	Дуайта Эйзенхауэра
1754	1	Трейлер
1755	1	Пивторайко
1756	1	Брендан Нимира
1757	1	Славомир Гурка
1758	1	Рауля Баррера
1759	1	Халед Набиль Осман
1760	1	Джош Мендес Харпер
1761	1	Мендес Харпер
1762	1	Конвертоплан
1763	1	Энигмы
1764	1	Яневичем
1765	1	Карелии
1766	1	Черчилль
1767	1	Ричарда Смита
1768	1	Андреас Тзакис
1769	1	Дэна Кларка Уиздом
1770	1	Федора
1771	1	Херберхольц Свержбинский
1772	1	Лазарчик
1773	1	Брюс Арчибальд
1774	1	Арчибальд
1775	1	Агриколой
1776	1	Луи Воклен
1777	1	Массачусетс
1778	1	Линдквист
1779	1	Рудольфом Минковски
1780	1	Стилл
1781	1	Амигдала
1782	1	Фриц Хабер
1783	1	Даниэль Носера
1784	1	Филипп Гайю
1785	1	Архимеду
1786	1	Костасу Котсанасу
1787	1	Герон
1788	1	Гефест
1789	1	Далласе
1790	1	Ахилл
1791	1	Хамди Мбареком
1792	1	Индианаполиса
1793	1	Йеспер Мадсен
1794	1	Хорхе Моралес
1795	1	Леа
1796	1	Флойд Ромсберг
1797	1	Вонг
1798	1	Пэт Шипман
1799	1	Марина Беньковская
1800	1	Борщевского
1801	1	Курт
1802	1	Хироки Обата
1803	1	Питера Хискока
1804	1	Хискок
1805	1	Чжэндао
1806	1	Ян Чжэньнин
1807	1	Зураба Силагадзе
1808	1	Хортоном Конвеем
1809	1	Ланьчжоу
1810	1	Рафаэль Арутюнян
1811	1	Келси
1812	1	Сеульской
1813	1	Кука
1814	1	Роландо Виго
1815	1	Роберта Годдарда
1816	1	Джозеф Полчински
1817	1	Полчински
1818	1	Городецкому
1819	1	Мартину Харту
1820	1	Фрица Штрака
1821	1	Забине Штеппер
1822	1	Питер Месарош
1823	1	Томас Карелл
1824	1	Мух-Береговушек
1825	1	Юэ Ляньцзянь
1826	1	Калифорнийсткого
1827	1	Жордан
1828	1	Магелланового
1829	1	Чикагкского
1830	1	Витватерсранда
1831	1	Уотерлу
1832	1	Майкла Варнума
1833	1	Аманды
1834	1	Кристофера Рама
1835	1	Тарасова
1836	1	Дэвид Гроссникль
1837	1	Деллаведовы
1838	1	Дарио Валенцано
1839	1	Юрия
1840	1	Ле
1841	1	Н. Е. Жуковского
1842	1	Радбауда
1843	1	Эверхарт
1844	1	Сурав Чодури
1845	1	Андреа Феррара
1846	1	Джанкарло Томэ Джанкарло
1847	1	Кирова
1848	1	Маркус
1849	1	Берндт Хуземанн
1850	1	Томасом Голдом
1851	1	Сергей Павлинич
1852	1	Джаячандрана Кижаккедатху
1853	1	Брюнеля
1854	1	Алан Уинг
1855	1	Роджер Померанц
1856	1	Селеноход
1857	1	Тетраэтилсвинец
1858	1	Жан Руш
1859	1	Эдгаром Мораном Жан Руш
1860	1	Берни Дегнан
1861	1	Дегнан
1862	1	Скотт Келли
1863	1	Пьером Мешеном
1864	1	Мессье
1865	1	Рен Ву
1866	1	Гомологами
1867	1	Адриан Флюкс
1868	1	Мэтью Бейлс
1869	1	Лоримером
1870	1	Хомбурге
1871	1	Никлиш
1872	1	Джейкобом Адамсом
1873	1	Калимантан
1874	1	Юй Ван
1875	1	Чжун
1876	1	Лаб
1877	1	Джорджа Мейсона
1878	1	Паттерсон
1879	1	Кристоф Адами
1880	1	Сингапурского
1881	1	Чжуньи
1882	1	Карлом
1883	1	Дэвида Меллиса
1884	1	Кэтрин Банни
1885	1	Банни
1886	1	Беркли Грегу Нимейеру
1887	1	Криса Урмсона
1888	1	Сара Ньюман
1889	1	Христофора Колумба Эрнандо
1890	1	Дэвид Гилдэй
1891	1	Майк Добсон
1892	1	Феликс Земдегс
1893	1	Манолисом Андроникосом
1894	1	Юджин
1895	1	Николас Хаммонд
1896	1	Арпадом Имре Эло
1897	1	Симкин
1898	1	Ройчоудхури
1899	1	Нельсона Манделы
1900	1	Амара Флуда
1901	1	Кэли Орр
1902	1	Петером Пфельцнером
1903	1	Пфельцнером
1904	1	Петера Пфельцнера
1905	1	Бетина Файст
1906	1	Крейга Вентера
1907	1	Крис Лиддел
1908	1	Вестмид
1909	1	Страбона
1910	1	Что-То
1911	1	Игоря
1912	1	Джеффри Таубенбергера
1913	1	Рипаном Малхи
1914	1	Якутенко
1915	1	Рональд Реббетс
1916	1	Мокрушин Блогер Мокрушин
1917	1	Юниус
1918	1	Кашина
1919	1	Эрес Леванон
1920	1	Илана
1921	1	Тайбер Тайбер
1922	1	Тайбер
1923	1	Федичкина
1924	1	Бари
1925	1	Гарольд
1926	1	Отт
1927	1	Томлинсон
1928	1	Баранов
1929	1	Уильям Кэмпбелл Сатоси Омура
1930	1	Омура
1931	1	Фреда Госманна
1932	1	Сэм Дэвис
1933	1	Сонар
1934	1	Неймегена
1935	1	Сильвиан Лодиот
1936	1	Баранидхаран Раман
1937	1	Рамана
1938	1	Шрикантх Сингаманени
1939	1	Уильям Кларк
1940	1	Николаев Николаевич
1941	1	Николаев
1942	1	Питер Соренсен
1943	1	Вольфганга Кеттерле
1944	1	Кшиштоф Якубяк
1945	1	Рюрика
1946	1	Мономаха
1947	1	Макивер
1948	1	Джеффри Хинтон
1949	1	Тоби Уолш
1950	1	Отаго Жасмин Хальберштадт
1951	1	Кан Кабадаи
1952	1	Матиас Осват
1953	1	Зинк
1954	1	Дэниелом Либерманом
1955	1	Никлас Фритцен
1956	1	Илари Сяяксьярви
1957	1	Жанет Лим
1958	1	Хуан Сюэшань
1959	1	Джорджа Мартина
1960	1	Дэвид Петерсон
1961	1	Светлана Венелинова
1962	1	Хазар Каба
1963	1	Чернецов
1964	1	Бокони
1965	1	Пьер
1966	1	Ханс Клеверс
1967	1	Альберто Барделли
1968	1	Субраманьян Чандрасекар
1969	1	Лежандром
1970	1	Джесси Дуглас
1971	1	Дженни Харрисон
1972	1	Элиота Фрида
1973	1	Брумма
1974	1	Устиновым
1975	1	Гордон Гэллап
1976	1	Вайнио
1977	1	Гарсиа Санчес
1978	1	Джерома Сигела
1979	1	Эмма Верстиг
1980	1	Ходсон
1981	1	Стюарт Блэк
1982	1	Лапен
1983	1	Джулиан Джейнс
1984	1	Альфред Лоренцер
1985	1	Эскироль
1986	1	Морель
1987	1	Блейлер
1988	1	Джей Джозеф
1989	1	Грегори Бейтсоном
1990	1	Эрнест Саузард
1991	1	Кэри Мюллис
1992	1	Роггеру Равинесу
1993	1	Равинес
1994	1	Гектор Вальде
1995	1	Урманцева
1996	1	Якова
1997	1	Метаматериалы
1998	1	Рейксмюзеума
1999	1	Лиотар
2000	1	Муромец
2001	1	Коэн Биннеманс
2002	1	Карлу Хальбирту
2003	1	Лухтанов
2004	1	Саутгемптонского
2005	1	Филда Тайрон Лавери
2006	1	Цан
2007	1	Чжан Ци Инь
2008	1	Хауса
2009	1	Дэвид Ричардсон
2010	1	Джаррода Ходжсона
2011	1	Булгаров
2012	1	Булгарова
2013	1	Стояна Смукова
2014	1	Черукури
2015	1	Аарона Кана
2016	1	Николай Овчаров Сложно
2017	1	Гаспара Фрутуосо
2018	1	Генрихом Фольмером
2019	1	Клейна
2020	1	Кристофер Роллстон
2021	1	Ронан
2022	1	Крисом Вентером
2023	1	Дрю Вайссман
2024	1	Дакота
2025	1	Берт Рутан
2026	1	Аризоне
2027	1	Сатерленде
2028	1	Василь Николов
2029	1	Малашичева
2030	1	Фрэнк Геко
2031	1	Акабы
2032	1	Джейкоб Лан
2033	1	Санприт Арора
2034	1	Качинского
2035	1	Герман Роршах
2036	1	Анкары Айкут Чираноглу
2037	1	Омюр Аккор
2038	1	Ллевелином Айвором Прайсом
2039	1	Абель Мендес
2040	1	Вояджер
2041	1	Галилео
2042	1	Равит Хеллед
2043	1	Хеллед
2044	1	Торстин Крейнс
2045	1	Игорем Таммом
2046	1	Этопозид
2047	1	Шпунтика
2048	1	Терасаки
2049	1	Луиджи
2050	1	Христофор Колумб
2051	1	Колумба
2052	1	Джозеф Макгир
2053	1	Кристофер Мартин
2054	1	Джо Патона
2055	1	Тьяго Монтейро
2056	1	Робертом Брумом
2057	1	Хасан Бахар
2058	1	Шаффа
2059	1	Ллойда
2060	1	Кюсю
2061	1	Мейв Сикора
2062	1	Жерома
2063	1	Хасана
2064	1	Фрэнсиса
2065	1	Давида Ливингстона
2066	1	Юнити Хируямы
2067	1	Федерико Капассо
2068	1	Харви Лиллиуайт
2069	1	Коджаэли Шенгюль Айдыгюн
2070	1	Вроцлаве
2071	1	Роджер Мэтьюз
2072	1	Маркос Эспиналь
2073	1	Новгородского
2074	1	Иннес Маккартни
2075	1	Жак Луоте
2076	1	Дэмиен Круз
2077	1	Эпиметей
2078	1	Гарри Поттер
2079	1	Университата
2080	1	Лоренс Штраус
2081	1	Сэнди Стейси
2082	1	Иан Мэйн
2083	1	Флориан Альтерматт
2084	1	Дитер Эберт
2085	1	Эсхила
2086	1	Чихометр
2087	1	Брендан Фоли
2088	1	Оливер Харт
2089	1	Бенгт Хольмстрем
2090	1	Рид Суонтон
2091	1	Фредерика Уильяма
2092	1	Мухтарбай Отелбаев
2093	1	Толстых
2094	1	Липавский
2095	1	Квазичастица
2096	1	Поляритон
2097	1	Ричард Стивенс
2098	1	Петра Великого
2099	1	Паулой
2100	1	Колином Мартин
2101	1	Уиттекера
2102	1	Цинлун
2103	1	Лацзя
2104	1	Хайвон
2105	1	Венсян
2106	1	Гейтс
2107	1	Пеккой Янхуненом
2108	1	Питера Пархема
2109	1	Эмили Вроблевски
2110	1	Комлекс
2111	1	Паскаль Даман
2112	1	Даман
2113	1	Тафтса Майкла Левина
2114	1	Стивен Беннер
2115	1	Беннера
2116	1	Беннер
2117	1	Хагена
2118	1	Валлис
2119	1	Кристофер Андерсон
2120	1	Сейдж Майерс
2121	1	Томаса Маурера
2122	1	Кларксон
2123	1	Дидье Келос
2124	1	Джозефа Джефф Мур
2125	1	Франсинальдо Сильва
2126	1	Зевен Провинсен
2127	1	Брайеном Смолом
2128	1	Рональд Веббинк
2129	1	Тадд Траскотт
2130	1	Маркусом Ропером
2131	1	Бен Кардуш
2132	1	Ральфа
2133	1	Тиллингаста
2134	1	Лучано Морейры
2135	1	Такаси Симониси
2136	1	Эйми Висса
2137	1	Одновременно
2138	1	Панова
2139	1	Цзе
2140	1	Тихоходка
2141	1	Буавен
2142	1	Эрик Грин
2143	1	Инады Йосинобу
2144	1	Джорджа Паликараса
2145	1	Зика Пердью
2146	1	Майкла Россманна
2147	1	Нюбаккен
2148	1	Пасадене
2149	1	Джеффа Безоса
2150	1	Лукас Карноан
2151	1	Джефф
2152	1	Миуссен
2153	1	Джейсон Паулюс
2154	1	Тьюринг
2155	1	Джим Майлз
2156	1	Эрик Фишер
2157	1	Цянь
2158	1	Дэйв Беннетт
2159	1	Николая Котова
2160	1	Нейл Редферн
2161	1	Гуаньчжоу
2162	1	Крисом Брюкорном
2163	1	Павла
2164	1	Федерика Сарро
2165	1	Альбрехт Румштейн
2166	1	Аттилы
2167	1	Иордан
2168	1	Нобухико Сато
2169	1	Альбрехта Дюрера
2170	1	Ричардом Мортоном
2171	1	Мортон
2172	1	Чао-Вэй Цай
2173	1	Шмитц
2174	1	Либби
2175	1	Лорена Помпильо
2176	1	Карри
2177	1	Канадец Айк
2178	1	Роберт Годуин
2179	1	Годдард
2180	1	Джим Лири
2181	1	Айленда
2182	1	Индевор
2183	1	Чанина
2184	1	Даниелла Розенстил
2185	1	Гейман
2186	1	Грегори Фанстону
2187	1	Тони Сильва Тони Силва
2188	1	Тони Сильва
2189	1	Джеймс Маннерс
2190	1	Хрулева
2191	1	Кристофер
2192	1	Эмпедокла
2193	1	Разерфорд
2194	1	Офер
2195	1	Гидеон Шелах
2196	1	Коц
2197	1	Эндрю Туохи
2198	1	Туохи
2199	1	Маркусу Бутцу
2200	1	Арйеном
2201	1	Ойеном
2202	1	Дедвейт
2203	1	В. Г. Богораз
2204	1	Богораз
2205	1	Альмерии
2206	1	Филиппа Зальцмана
2207	1	Дженни Мортон
2208	1	Томаса Бельта
2209	1	Маттиаса Мэя
2210	1	Томаса Ханнаппеля
2211	1	Кэйси Паповича
2212	1	Элизабет Периш
2213	1	Леггетт
2214	1	Гарг
2215	1	Аляски Лаврентия Загоскина
2216	1	Аштар Шеран Птааг
2217	1	Лектеру Дарту Вейдеру
2218	1	Тяньцзине
2219	1	Гиз
2220	1	Курто Каролина
2221	1	Адриан Вансон
2222	1	Имахара
2223	1	Гарвардской
2224	1	Беатрис
2225	1	Ула Свенссон
2226	1	Федор Ерошкин
2227	1	Томас Лавернье
2228	1	Бандеролька
2229	1	Леонард Эйлер
2230	1	Диллихэй
2231	1	Линда
2232	1	Табетой Бояджяни
2233	1	Табби
2234	1	Висконсин
2235	1	Теллер
2236	1	Элмер Зур
2237	1	Элизабет Барбер
2238	1	Зур
2239	1	Венман
2240	1	Майкл Люттер
2241	1	Дэвид Массер
2242	1	Перельмана
2243	1	Саксы
