,link,source,date,title,subtitle,author,rubrics,tags
0,polit.ru//news/2013/09/16/ps_sahara/,http://polit.ru/rubric/proscience/,16 сентября 2013,Люди шли через Сахару вдоль крупных рек,,,,_география_естественные и точные науки_история_климатология_междисциплинарные исследования
0,polit.ru//news/2013/09/17/ps_arachnophobia/,http://polit.ru/rubric/proscience/,17 сентября 2013,Кого боятся энтомологи,,,,_насекомые_психология
0,polit.ru//news/2013/09/18/ps_ps_digital_pin2/,http://polit.ru/rubric/proscience/,18 сентября 2013,Динозавры получили новую жизнь в цифре,,,,_информационные технологии_лазер_междисциплинарные исследования_музеи
0,polit.ru//news/2013/09/20/ps_denali/,http://polit.ru/rubric/proscience/,20 сентября 2013,Как высочайшая вершина Северной Америки осела на 26 метров,,,,_география_геоинформатика_информационные технологии_междисциплинарные исследования
0,polit.ru//news/2013/09/20/ps_performing_epic/,http://polit.ru/rubric/proscience/,20 сентября 2013,Как и зачем исполнялся античный эпос на европейской сцене,,,,_античность_история искусства_литература_филология
0,polit.ru//news/2013/09/21/ps_serrano/,http://polit.ru/rubric/proscience/,21 сентября 2013,Ученым удалось вырастить стволовые клетки в живой мыши,,,,_биология _генетика_междисциплинарные исследования_стволовые клетки
0,polit.ru//news/2013/09/22/ps_dance/,http://polit.ru/rubric/proscience/,22 сентября 2013,Филологи и антропологи ставят древнеримский балет ,,,,_античность_история искусства_культурная антропология_междисциплинарные исследования_танец
0,polit.ru//news/2013/09/23/ps_pathogen_seeking_killers/,http://polit.ru/rubric/proscience/,23 сентября 2013,Бактерию научили убивать по команде,,,,_бактерии_биология _генетика_медицина_междисциплинарные исследования
0,polit.ru//news/2013/09/23/ps_sonin_prime/,http://polit.ru/rubric/proscience/,23 сентября 2013,Премьера Константина Сонина в ProScience Театре,,,,_proscience театр_вопросы экономистам_константин сонин_нобелевская премия
0,polit.ru//news/2013/09/24/ps_iso_mahonsaari/,http://polit.ru/rubric/proscience/,24 сентября 2013,Крупная постройка эпохи неолита найдена в Финляндии,,,,_археология_история
0,polit.ru//news/2013/09/24/ps_stress_and_opiate_dependence/,http://polit.ru/rubric/proscience/,24 сентября 2013,Что объединяет хронический стресс и наркотическую зависимость,,,,_биология _медицина_междисциплинарные исследования_мозг_наркотики_физиология
0,polit.ru//news/2013/09/25/ps_abigail_graham/,http://polit.ru/rubric/proscience/,25 сентября 2013,Камни в Эфесе заговорили по-новому,,,,_античность_история_филология
0,polit.ru//news/2013/09/25/ps_happy/,http://polit.ru/rubric/proscience/,25 сентября 2013,"Рост доходов увеличивает уровень счастья, но при определенных условиях",,,,_психология_социология
0,polit.ru//news/2013/09/25/ps_influenza/,http://polit.ru/rubric/proscience/,25 сентября 2013,Свиной грипп помог ученым,,,,_вирусы_грипп _медицина_междисциплинарные исследования
0,polit.ru//news/2013/09/25/ps_vezyraki/,http://polit.ru/rubric/proscience/,25 сентября 2013,Авторы научной статьи таинственно исчезли,,,,_наука
0,polit.ru//news/2013/09/26/ps_oxygen/,http://polit.ru/rubric/proscience/,26 сентября 2013,Найдено древнейшее свидетельство появления кислорода в атмосфере Земли,,,,_геология_геохимия_земная кора_климатология_междисциплинарные исследования
0,polit.ru//news/2013/09/26/ps_prehistoric_elephant_slaughtered/,http://polit.ru/rubric/proscience/,26 сентября 2013,Люди были способны убить слона уже в палеолите,,,,_археология_палеолит_палеонтология_происхождение языка
0,polit.ru//news/2013/09/27/ps_apeswhisper/,http://polit.ru/rubric/proscience/,27 сентября 2013,О чем шепчутся приматы,,,,_акустика_междисциплинарные исследования_приматы_этология
0,polit.ru//news/2013/09/27/ps_chariot/,http://polit.ru/rubric/proscience/,27 сентября 2013,"Археологи откопали транспортное средство, которому 2500 лет",,,,_античность_археология_болгария_история
0,polit.ru//news/2013/09/27/ps_psyhopathy/,http://polit.ru/rubric/proscience/,27 сентября 2013,Что нравится психопатам,,,,_медицина_междисциплинарные исследования_психология_психофизиология
0,polit.ru//news/2013/09/28/ps_rhythm/,http://polit.ru/rubric/proscience/,28 сентября 2013,Биологические часы животных работают параллельно друг другу,,,,_биология _междисциплинарные исследования_физиология_этология
0,polit.ru//news/2013/09/30/ps_autism/,http://polit.ru/rubric/proscience/,30 сентября 2013,Между вирусами и аутизмом установлена связь,,,,_аутизм _биология _междисциплинарные исследования_нейробиология
0,polit.ru//news/2013/09/30/ps_szigetvar/,http://polit.ru/rubric/proscience/,30 сентября 2013,Венгерские археологи ищут сердце султана Сулеймана Великолепного,,,,_археология_венгрия_история_османская империя
0,polit.ru//news/2013/10/01/ps_genetics/,http://polit.ru/rubric/proscience/,01 октября 2013,Почему человек болеет? Ответ длиной в 110 миллионов историй болезней,,,,_генетика_медицина_междисциплинарные исследования
0,polit.ru//news/2013/10/01/ps_hydrogen_bond/,http://polit.ru/rubric/proscience/,01 октября 2013,Получено первое изображение водородной химической связи,,,,_междисциплинарные исследования_нанотехнологии_химия
0,polit.ru//news/2013/10/02/ps_polis/,http://polit.ru/rubric/proscience/,02 октября 2013,Роль ритуалов в социальной идентичности покажут археологи ,,,,_античность_археология_греция_история_культурная антропология_междисциплинарные исследования_религиоведение
0,polit.ru//news/2013/10/04/ps_jlg/,http://polit.ru/rubric/proscience/,04 октября 2013,Лингвистические данные выходят из шкафов в новый онлайн-журнал,,,,_информационные технологии_компьютерные технологии_лингвистика_междисциплинарные исследования_язык
0,polit.ru//news/2013/10/07/ps_skulls/,http://polit.ru/rubric/proscience/,07 октября 2013,В центре Лондона найдены черепа предполагаемых жертв кельтов,,,,_античность_археология_лондон
0,polit.ru//news/2013/10/07/ps_tlingit/,http://polit.ru/rubric/proscience/,07 октября 2013,Записи тлинкитского языка попали в интернет ,,,,_библиотека онлайн_исчезающие языки_лингвистика_междисциплинарные исследования_русская америка_язык
0,polit.ru//news/2013/10/10/ps_electricity/,http://polit.ru/rubric/proscience/,10 октября 2013,Бактерии превратили в батарейки,,,,_альтернативная энергетика_бактерии_биология _микробиология_электрохимия
0,polit.ru//news/2013/10/10/ps_kronhaus_ranking/,http://polit.ru/rubric/proscience/,10 октября 2013,Максим Кронгауз: Рейтинги - это игра,,,,_вузы_наука в современной россии_рейтинги
0,polit.ru//news/2013/10/11/ps_marriage/,http://polit.ru/rubric/proscience/,11 октября 2013,Счастье в браке предопределено генетически,,,,_биология _генетика_междисциплинарные исследования_психофизиология
0,polit.ru//news/2013/10/14/ps_airstone/,http://polit.ru/rubric/proscience/,14 октября 2013,В озере Чебаркуль обнаружен претендент на самый крупный фрагмент метеорита,,,,_метеориты_челябинская область
0,polit.ru//news/2013/10/14/ps_comet/,http://polit.ru/rubric/proscience/,14 октября 2013,Остатки кометы впервые обнаружены на Земле,,,,_египет_комета_космос_междисциплинарные исследования_юар
0,polit.ru//news/2013/10/14/ps_easierlife/,http://polit.ru/rubric/proscience/,14 октября 2013,«Умные дома» возьмут на себя заботу об одиноких пенсионерах,,,,_германия_инновации_информационные технологии
0,polit.ru//news/2013/10/14/ps_hydrogen/,http://polit.ru/rubric/proscience/,14 октября 2013,Ученые разработали устройство для получения водородного топлива из сточных вод,,,,_альтернативная энергетика_изобретения_наука_сша
0,polit.ru//news/2013/10/14/ps_ladee/,http://polit.ru/rubric/proscience/,14 октября 2013,Космический аппарат LADEE вышел на рабочую орбиту для лазерной связи с Землей,,,,_луна_наса_спутники
0,polit.ru//news/2013/10/14/ps_trigona/,http://polit.ru/rubric/proscience/,14 октября 2013,Бабочки-медведицы «глушат» эхолокаторы летучих мышей,,,,_биология _междисциплинарные исследования_сша
0,polit.ru//news/2013/10/15/ps_cell/,http://polit.ru/rubric/proscience/,15 октября 2013,Разработана технология предотвращения перегрузки сотовых сетей,,,,_инновации_канада_сотовая связь
0,polit.ru//news/2013/10/15/ps_grasshopper/,http://polit.ru/rubric/proscience/,15 октября 2013,Первая ступень ракеты Falcon 9 прошла испытания и вернулась на точку старта,,,,_космос_наука_сша
0,polit.ru//news/2013/10/15/ps_manx_gaelic/,http://polit.ru/rubric/proscience/,15 октября 2013,Приложение для смартфонов возрождает мэнский язык,,,,_инновации_исчезающие языки_компьютерные технологии_мобильные приложения_язык
0,polit.ru//news/2013/10/15/ps_mends/,http://polit.ru/rubric/proscience/,15 октября 2013,Исследователи обнаружили способность металлов к самовосстановлению,,,,_наука_сша
0,polit.ru//news/2013/10/15/ps_mission/,http://polit.ru/rubric/proscience/,15 октября 2013,Российская миссия к Юпитеру стартует в 2014 году,,,,_«российские космические системы»_спутники_юпитер
0,polit.ru//news/2013/10/15/ps_mosquito/,http://polit.ru/rubric/proscience/,15 октября 2013,Ученые нашли кровь в комаре возрастом 46 миллионов лет,,,,_насекомые_сша
0,polit.ru//news/2013/10/15/ps_multiple_sclerosis/,http://polit.ru/rubric/proscience/,15 октября 2013,Обнаружено вещество - претендент на роль лекарства от рассеянного склероза,,,,_биология _медицина_фармакология_химия
0,polit.ru//news/2013/10/15/ps_music/,http://polit.ru/rubric/proscience/,15 октября 2013,Ученые обосновали роль музыки во время тренировок,,,,_германия_междисциплинарные исследования_музыка_наука_открытия_психология
0,polit.ru//news/2013/10/15/ps_obese/,http://polit.ru/rubric/proscience/,15 октября 2013,"Ученые выяснили, как есть много и худеть",,,,_биология _животные_медицина_междисциплинарные исследования_фармакология
0,polit.ru//news/2013/10/15/ps_trachemys/,http://polit.ru/rubric/proscience/,15 октября 2013,Как спят водяные черепахи,,,,_биология _животные
0,polit.ru//news/2013/10/15/ps_whale/,http://polit.ru/rubric/proscience/,15 октября 2013,Новое приложение защитит китов от столкновений с судами,,,,"_инновации_компьютеры, программное обеспечение_сша"
0,polit.ru//news/2013/10/16/ps_dopamine/,http://polit.ru/rubric/proscience/,16 октября 2013,Создан прообраз импланта для снижения кровяного давления,,,,_биомедицина_инновации_швейцария
0,polit.ru//news/2013/10/16/ps_dyslexia/,http://polit.ru/rubric/proscience/,16 октября 2013,Людям с дислексией помогут электронные книги,,,,_нейробиология_педагогика _сша_язык
0,polit.ru//news/2013/10/16/ps_finger/,http://polit.ru/rubric/proscience/,16 октября 2013,Творцов палеолитического искусства опознали по рукам,,,,_археология_биология _искусство_междисциплинарные исследования_палеолит_физическая антропология
0,polit.ru//news/2013/10/16/ps_oarfish/,http://polit.ru/rubric/proscience/,16 октября 2013,Пятиметровая рыба найдена в Южной Калифорнии,,,,_биология _биоразнообразие_животные_рыбы
0,polit.ru//news/2013/10/16/ps_synapse/,http://polit.ru/rubric/proscience/,16 октября 2013,Новая теория объясняет формирование синапсов в мозге,,,,_германия_мозг_наука_нейробиология
0,polit.ru//news/2013/10/16/ps_urination/,http://polit.ru/rubric/proscience/,16 октября 2013,Открыт «закон пи-пи»,,,,_биология _животные_междисциплинарные исследования_сша
0,polit.ru//news/2013/10/16/ps_vandomycin/,http://polit.ru/rubric/proscience/,16 октября 2013,Крашеные антибиотики вступают в борьбу с бактериями,,,,_биология _инновации_медицина_фармакология
0,polit.ru//news/2013/10/17/ps_almaz/,http://polit.ru/rubric/proscience/,17 октября 2013,В ЛЭТИ открылась лаборатория по выращиванию алмазов  ,,,,_мегагранты_междисциплинарные исследования_физика_электрохимия
0,polit.ru//news/2013/10/17/ps_ciklop/,http://polit.ru/rubric/proscience/,17 октября 2013,В США разработана самая глубоководная подлодка ,,,,"_инновации_новые технологии, инновации_океанология"
0,polit.ru//news/2013/10/17/ps_clots/,http://polit.ru/rubric/proscience/,17 октября 2013,Разработан экспресс-метод обнаружения тромбов ,,,,_биология _открытия_сша
0,polit.ru//news/2013/10/17/ps_decompression/,http://polit.ru/rubric/proscience/,17 октября 2013,"Ученые выяснили, почему киты не страдают кессонной болезнью",,,,_киты_медицина_норвегия_физиология
0,polit.ru//news/2013/10/17/ps_lenta/,http://polit.ru/rubric/proscience/,17 октября 2013,«Лента времени» позволяет сравнить историю России и Европы,,,,_история
0,polit.ru//news/2013/10/17/ps_memory/,http://polit.ru/rubric/proscience/,17 октября 2013,Неожиданные результаты исследования забывчивости молодых и пожилых людей,,,,_память_сша
0,polit.ru//news/2013/10/17/ps_skidki/,http://polit.ru/rubric/proscience/,17 октября 2013,Откладываемые скидки снижают лояльность к продукту,,,,_деньги_психология_социология
0,polit.ru//news/2013/10/17/ps_soil_testing_kit/,http://polit.ru/rubric/proscience/,17 октября 2013,Набор для тестирования почвы поднимет сельское хозяйство Африки на новый уровень,,,,"_восточная африка_западная африка_инновации_новые технологии, инновации_сельское хозяйство_южная африка"
0,polit.ru//news/2013/10/17/ps_traian/,http://polit.ru/rubric/proscience/,17 октября 2013,Спутниковые фотографии указали на следы Траянова вала в Румынии,,,,_археология_геоинформатика_история_космос_междисциплинарные исследования_спутники
0,polit.ru//news/2013/10/17/ps_trumpets/,http://polit.ru/rubric/proscience/,17 октября 2013,Летучие мыши облюбовали природные мегафоны,,,,_биология _животные_сша
0,polit.ru//news/2013/10/17/ps_zub/,http://polit.ru/rubric/proscience/,17 октября 2013,Британцу сконструировали из зуба глаз ,,,,_биомедицина_биомеханика_зрение
0,polit.ru//news/2013/10/18/ps_3d/,http://polit.ru/rubric/proscience/,18 октября 2013,3D-принтер распечатывает будущее в Лондоне,,,,"_инновации_новые технологии, инновации"
0,polit.ru//news/2013/10/18/ps_aeromobil/,http://polit.ru/rubric/proscience/,18 октября 2013,В Словакии тестируют аэромобиль,,,,"_автопром_инновации_наука_новые технологии, инновации"
0,polit.ru//news/2013/10/18/ps_bik/,http://polit.ru/rubric/proscience/,18 октября 2013,Инновационные технологии выбирают лидера,,,,_инновации_инновационные кластеры_образование
0,polit.ru//news/2013/10/18/ps_bio/,http://polit.ru/rubric/proscience/,18 октября 2013,Бионический человек продемонстрировал успехи современной биологии и медицины,,,,"_бионика_инновации_искусственный интеллект_новые технологии, инновации"
0,polit.ru//news/2013/10/18/ps_dubna/,http://polit.ru/rubric/proscience/,18 октября 2013,В Дубне завершилась конференция SatComRus ,,,,_дубна_информационные технологии_космос_связь_связь и телекоммуникации
0,polit.ru//news/2013/10/18/ps_fond/,http://polit.ru/rubric/proscience/,18 октября 2013,Кремниевая долина заинтересовалась исследованиями социального поведения,,,,"_новые технологии, инновации_социология_сша"
0,polit.ru//news/2013/10/18/ps_itogi/,http://polit.ru/rubric/proscience/,18 октября 2013,Названы победители конкурса «БИТ-2013»,,,,"_инновации_информационные технологии_компьютерные технологии_наука_новые технологии, инновации_стартапы_форум ""открытые инновации"""
0,polit.ru//news/2013/10/18/ps_polymer/,http://polit.ru/rubric/proscience/,18 октября 2013,Ученые создали память для искусственных клеток,,,,_днк_микробиология_молекулярная генетика_происхождение жизни_сша
0,polit.ru//news/2013/10/18/ps_volvo/,http://polit.ru/rubric/proscience/,18 октября 2013,Volvo продемонстрировала уникальный электрокар,,,,_автопром_инновации_электромобили
0,polit.ru//news/2013/10/18/ps_voron/,http://polit.ru/rubric/proscience/,18 октября 2013,В США взлетел ворон-беспилотник Robo Raven III,,,,"_беспилотник_инновации_новые технологии, инновации_сша"
0,polit.ru//news/2013/10/18/ps_yarigin/,http://polit.ru/rubric/proscience/,18 октября 2013,Российские военные получат новый пистолет ,,,,_инновации_короткоствольное оружие_оружие
0,polit.ru//news/2013/10/21/ps_crowdfunding/,http://polit.ru/rubric/proscience/,21 октября 2013,В Швейцарии научились предсказывать успех краудфандинга,,,,_twitter_гуманитарные и социальные  науки_инновации_краудфандинг
0,polit.ru//news/2013/10/21/ps_inet/,http://polit.ru/rubric/proscience/,21 октября 2013,Американцы успешно протестировали подводный интернет,,,,_инновации_интернет_информационные технологии
0,polit.ru//news/2013/10/21/ps_komi/,http://polit.ru/rubric/proscience/,21 октября 2013,Электронные словари языка коми доступны в интернете,,,,_компьютерная лингвистика_лингвистика_язык
0,polit.ru//news/2013/10/21/ps_konkurs/,http://polit.ru/rubric/proscience/,21 октября 2013,В Москве выберут самую высокотехнологичную компанию,,,,"_инновации_новые технологии, инновации"
0,polit.ru//news/2013/10/21/ps_pgf/,http://polit.ru/rubric/proscience/,21 октября 2013,В США начались продажи «умной» снайперской винтовки,,,,_инновации_компьютерные технологии_оружие_сша
0,polit.ru//news/2013/10/21/ps_piko/,http://polit.ru/rubric/proscience/,21 октября 2013,Японцы и поляки соорудили голографический пикопроектор ,,,,"_инновации_новые технологии, инновации_польша_физика_япония"
0,polit.ru//news/2013/10/21/ps_spisok/,http://polit.ru/rubric/proscience/,21 октября 2013,"Стратегические технологии, которые изменят мир",,,,"_информационные технологии_компьютерные технологии_новые технологии, инновации"
0,polit.ru//news/2013/10/21/ps_stena/,http://polit.ru/rubric/proscience/,21 октября 2013,Wi-Fi устройство видит сквозь стену,,,,"_wi-fi_инновации_массачусетский технологический институт_новые технологии, инновации_физика"
0,polit.ru//news/2013/10/22/ps_dorojka/,http://polit.ru/rubric/proscience/,22 октября 2013,Кембридж тестирует эргономичную «звездную дорожку»,,,,"_велосипедный транспорт_инновации_новые технологии, инновации"
0,polit.ru//news/2013/10/22/ps_gloves/,http://polit.ru/rubric/proscience/,22 октября 2013,В продаже появились интеллектуальные перчатки для бега,,,,_гаджеты_инновации_информационные технологии
0,polit.ru//news/2013/10/22/ps_ibm/,http://polit.ru/rubric/proscience/,22 октября 2013,Электронное «кровообращение» снизит энергопотребление компьютеров,,,,"_ibm_компьютеры, программное обеспечение_междисциплинарные исследования_швейцария"
0,polit.ru//news/2013/10/22/ps_lifi/,http://polit.ru/rubric/proscience/,22 октября 2013,Китай развивает Li-Fi вместо Wi-Fi,,,,"_интернет_китай_новые технологии, инновации"
0,polit.ru//news/2013/10/22/ps_serdce/,http://polit.ru/rubric/proscience/,22 октября 2013,Здоровое сердце - самый молодой орган человека,,,,_биомедицина_сердце_статистика_сша
0,polit.ru//news/2013/10/22/ps_solar_energy_gen_win/,http://polit.ru/rubric/proscience/,22 октября 2013,"Электричество из света, влаги и микробов",,,,_альтернативная энергетика_естественные и точные науки_междисциплинарные исследования_физика
0,polit.ru//news/2013/10/22/ps_tec/,http://polit.ru/rubric/proscience/,22 октября 2013,Япония представляет обновленную мини-ТЭЦ,,,,"_инновации_новые технологии, инновации_энергетика_япония"
0,polit.ru//news/2013/10/22/ps_uravneniya/,http://polit.ru/rubric/proscience/,22 октября 2013,Найдено новое семейство решений уравнений Максвелла,,,,_инновации_математика_физика
0,polit.ru//news/2013/10/23/ps_3d/,http://polit.ru/rubric/proscience/,23 октября 2013,В интернет выложена 3D-модель динозавра,,,,_динозавры_компьютерные технологии_палеонтология_сша
0,polit.ru//news/2013/10/23/ps_couch/,http://polit.ru/rubric/proscience/,23 октября 2013,Финалисты конкурса «БИТ-2013» приступили к учебе,,,,_инновации
0,polit.ru//news/2013/10/23/ps_eucalyptus/,http://polit.ru/rubric/proscience/,23 октября 2013,Листья эвкалипта указывают на месторождение золота,,,,_австралия_биология 
0,polit.ru//news/2013/10/23/ps_inkubator/,http://polit.ru/rubric/proscience/,23 октября 2013,Под Новосибирском откроют бизнес-инкубатор ,,,,_бизнес_инновации_инновационные кластеры_новосибирская область
0,polit.ru//news/2013/10/23/ps_iridium/,http://polit.ru/rubric/proscience/,23 октября 2013,Найдена замена дорогим катализаторам для нефтепереработки,,,,_нефть_химия
0,polit.ru//news/2013/10/23/ps_math/,http://polit.ru/rubric/proscience/,23 октября 2013,Способности к математике заметны уже в возрасте полгода,,,,_культурная антропология_математика_обучение _психология
0,polit.ru//news/2013/10/23/ps_pozhar/,http://polit.ru/rubric/proscience/,23 октября 2013,Специалист ООН нашла причину лесных пожаров в потеплении,,,,_австралия_лесные пожары
0,polit.ru//news/2013/10/23/ps_riw/,http://polit.ru/rubric/proscience/,23 октября 2013,Завершена Неделя российского интернета,,,,_инновации_интернет
0,polit.ru//news/2013/10/23/ps_solnce/,http://polit.ru/rubric/proscience/,23 октября 2013,Солнечные батареи научат охлаждать помещения,,,,_альтернативная энергетика_инновации_испания_физика
0,polit.ru//news/2013/10/23/ps_teplovizor/,http://polit.ru/rubric/proscience/,23 октября 2013,В Гарварде нашли средство против тепловизоров,,,,_сша_физика_энергетика
0,polit.ru//news/2013/10/23/ps_vremya/,http://polit.ru/rubric/proscience/,23 октября 2013,Прием заявок на соискание премии «Время инноваций» продолжается,,,,"_""время инноваций""_инновации"
0,polit.ru//news/2013/10/23/ps_zero/,http://polit.ru/rubric/proscience/,23 октября 2013,В Москве запланирован слет специалистов по интернет-безопасности,,,,_интернет_компьютерная безопасность_москва
0,polit.ru//news/2013/10/24/ps_3d/,http://polit.ru/rubric/proscience/,24 октября 2013,3D-лазер сохранит архитектурные памятники,,,,"_архитектура_лазер_новые технологии, инновации"
0,polit.ru//news/2013/10/24/ps_nano/,http://polit.ru/rubric/proscience/,24 октября 2013,В США удалось упорядочить наночастицы,,,,_инновации_нанотехнологии
0,polit.ru//news/2013/10/24/ps_novosibirsk/,http://polit.ru/rubric/proscience/,24 октября 2013,В Новосибирске перед студентами выступят топ-менеджеры,,,,"_инновации_новосибирская область_новые технологии, инновации"
0,polit.ru//news/2013/10/24/ps_rusnano/,http://polit.ru/rubric/proscience/,24 октября 2013,Награду Rusnanoprize получат ученые из США,,,,_инновации_москва_нанотехнологии
0,polit.ru//news/2013/10/24/ps_tehnopark/,http://polit.ru/rubric/proscience/,24 октября 2013,"Минкомсвязь определило, где будут созданы технопарки",,,,_инновации
0,polit.ru//news/2013/10/24/ps_toplivo/,http://polit.ru/rubric/proscience/,24 октября 2013,"В Норвегии придумали, как ускорить производство биотоплива",,,,_биотопливо_норвегия_органическая химия_энергетика
0,polit.ru//news/2013/10/24/ps_tv/,http://polit.ru/rubric/proscience/,24 октября 2013,Новый телевизионный пульт поглотил Facebook и Тwitter,,,,_инновации_информационные технологии_телевидение
0,polit.ru//news/2013/10/24/ps_velo/,http://polit.ru/rubric/proscience/,24 октября 2013,Дания переходит на «умные» велосипеды,,,,_велосипедный транспорт_дания_инновации_информационные технологии
0,polit.ru//news/2013/10/25/ps_3d/,http://polit.ru/rubric/proscience/,25 октября 2013,Ученые нашли безопасный материал для 3D-имплантатов,,,,_биотехнологии_инновации_медицина_сша
0,polit.ru//news/2013/10/25/ps_4d/,http://polit.ru/rubric/proscience/,25 октября 2013,В США тестируют 4D-печать,,,,"_инжиниринг_новые технологии, инновации_сша"
0,polit.ru//news/2013/10/25/ps_diabet/,http://polit.ru/rubric/proscience/,25 октября 2013,Диабет победят светочувствительным имплантатом,,,,"_биомедицина_инновации_медицина_новые технологии, инновации"
0,polit.ru//news/2013/10/25/ps_disk/,http://polit.ru/rubric/proscience/,25 октября 2013,Голландец создал вечную память,,,,_it_информационные технологии_компьютерные технологии_нидерланды
0,polit.ru//news/2013/10/25/ps_dna/,http://polit.ru/rubric/proscience/,25 октября 2013,В Бельгии выяснили секрет долгожительства растений,,,,_бельгия_биология _органическая химия_открытия
0,polit.ru//news/2013/10/25/ps_luna/,http://polit.ru/rubric/proscience/,25 октября 2013,NASA установил рекордную скорость связи с Луной,,,,_космос
0,polit.ru//news/2013/10/25/ps_mars/,http://polit.ru/rubric/proscience/,25 октября 2013,Наблюдения за Марсом объясняют изменения климата на Земле,,,,_геохимия_климатология_космос_марс
0,polit.ru//news/2013/10/25/ps_mgu/,http://polit.ru/rubric/proscience/,25 октября 2013,Форум «Открытые инновации» начинает молодежную программу 30 октября,,,,"_инновации_инновационные кластеры_форум ""открытые инновации"""
0,polit.ru//news/2013/10/25/ps_rogozin/,http://polit.ru/rubric/proscience/,25 октября 2013,В России испытывают гиперзвуковое оружие,,,,"_дмитрий рогозин_инновации_новые технологии, инновации_оружие"
0,polit.ru//news/2013/10/25/ps_samara/,http://polit.ru/rubric/proscience/,25 октября 2013,В Самаре появился робот-хирург,,,,_робототехника_самара
0,polit.ru//news/2013/10/25/ps_skorost/,http://polit.ru/rubric/proscience/,25 октября 2013,Установлен рекорд скорости по беспроводной передаче данных,,,,_интернет_связь и телекоммуникации
0,polit.ru//news/2013/10/25/ps_sms/,http://polit.ru/rubric/proscience/,25 октября 2013,СМС-добровольцы займутся реанимацией сердечников в Швеции ,,,,_волонтеры_инновации_медицина_сердце_швеция
0,polit.ru//news/2013/10/26/ps_vich/,http://polit.ru/rubric/proscience/,26 октября 2013,В США готовят вакцину от всех штаммов ВИЧ,,,,_вич/спид_обезьяны
0,polit.ru//news/2013/10/28/ps_beg/,http://polit.ru/rubric/proscience/,28 октября 2013,Индивидуальный тренер по бегу умещается в мобильном телефоне,,,,"_инновации_медицина_междисциплинарные исследования_мобильные приложения_новые технологии, инновации"
0,polit.ru//news/2013/10/28/ps_bik/,http://polit.ru/rubric/proscience/,28 октября 2013,Финалисты БИТ-2013 представили систему распознавания речи,,,,"_инновационные кластеры_новые технологии, инновации_форум ""открытые инновации"""
0,polit.ru//news/2013/10/28/ps_dom/,http://polit.ru/rubric/proscience/,28 октября 2013,В Москве возведут нанодом,,,,"_градостроительство_градостроительство, мегаполисы_информационные технологии_нанотехнологии_«роснано»_строительство"
0,polit.ru//news/2013/10/28/ps_hestia/,http://polit.ru/rubric/proscience/,28 октября 2013,География Геродота станет цифровой,,,,_античность_геоинформатика_информационные технологии_история_картография_междисциплинарные исследования_филология
0,polit.ru//news/2013/10/28/ps_lg/,http://polit.ru/rubric/proscience/,28 октября 2013,Новый смартфон лечит себя сам,,,,_инновации_инновационные кластеры_компьютерные технологии_смартфоны_сотовая связь
0,polit.ru//news/2013/10/28/ps_magic/,http://polit.ru/rubric/proscience/,28 октября 2013,Древнее проклятие найдено в Иерусалиме,,,,_античность_археология_иерусалим_история_культурная антропология_религиоведение
0,polit.ru//news/2013/10/28/ps_music/,http://polit.ru/rubric/proscience/,28 октября 2013,В Оксфорде определили изобретателя первого саундтрека,,,,_античность_греция_история искусства_междисциплинарные исследования_музыка_филология
0,polit.ru//news/2013/10/29/ps_batareiki/,http://polit.ru/rubric/proscience/,29 октября 2013,Американские ученые нашли альтернативу батарейкам,,,,"_инновации_новые технологии, инновации_сша_энергетика"
0,polit.ru//news/2013/10/29/ps_glaza/,http://polit.ru/rubric/proscience/,29 октября 2013,Офтальмологи изучают новый способ предотвратить слепоту,,,,_биология _биомедицина_генетика_медицина
0,polit.ru//news/2013/10/29/ps_glukometr/,http://polit.ru/rubric/proscience/,29 октября 2013,В Германии изобрели лазерный глюкометр,,,,_биомедицина_германия_медицина
0,polit.ru//news/2013/10/29/ps_hodba/,http://polit.ru/rubric/proscience/,29 октября 2013,MIT изучил механизм ходьбы,,,,"_биомеханика_массачусетский технологический институт_новые технологии, инновации"
0,polit.ru//news/2013/10/29/ps_klimat/,http://polit.ru/rubric/proscience/,29 октября 2013,Личный климат-контроль позволит сэкономить на обогреве зданий,,,,"_инновации_массачусетский технологический институт_новые технологии, инновации_сша"
0,polit.ru//news/2013/10/29/ps_mozg/,http://polit.ru/rubric/proscience/,29 октября 2013,Швейцарцы приступили к созданию искусственного супермозга,,,,"_инновации_мозг_новые технологии, инновации_швейцария"
0,polit.ru//news/2013/10/29/ps_okna/,http://polit.ru/rubric/proscience/,29 октября 2013,В Томске разработан способ сохранения тепла в домах,,,,_инновации_инновационные кластеры_томск
0,polit.ru//news/2013/10/29/ps_prognosis/,http://polit.ru/rubric/proscience/,29 октября 2013,"Создана математическая модель, прогнозирующая эпилептические припадки и экономические кризисы",,,,_биология _великобритания_нейробиология_успехи нейробиологии
0,polit.ru//news/2013/10/29/ps_ptolemaic_egypt/,http://polit.ru/rubric/proscience/,29 октября 2013,"Ученые разберутся, почему египетские чиновники писали по-гречески",,,,_античность_археология_библиотека онлайн_египет_филология_язык
0,polit.ru//news/2013/10/29/ps_radar/,http://polit.ru/rubric/proscience/,29 октября 2013,Дельфины вдохновили на создание нового радара,,,,_биотехнологии_дельфины_компьютерные технологии
