path,source,url,date,title,subtitle,author,rubrics,tags,genre
chrdk.ru/articles/sci_its_a_dirty_world.txt,https://chrdk.ru/,https://chrdk.ru/sci/its_a_dirty_world,07.07.2017,"Этот грязный, грязный мир","Песочницы, дверные ручки и другие рассадники инфекции",Ольга Добровидова,,Медицина_Микробиология,Статьи
chrdk.ru/articles/sci_jaroslavsky_lingvist_nashel_slova_korruptsionery.txt,https://chrdk.ru/,https://chrdk.ru/sci/jaroslavsky_lingvist_nashel_slova_korruptsionery,07.04.2016,Порешаем вопрос,"Ярославский филолог нашел слова, которые свидетельствуют о скрытой коррупции",,,Российская наука_Полезное_Лингвистика_Наука в университетах,Статьи
chrdk.ru/articles/sci_juno_mission.txt,https://chrdk.ru/,https://chrdk.ru/sci/juno_mission,04.07.2016,Тайная жизнь гигантов,"Что и как будет изучать зонд Juno, когда долетит до Юпитера",Виталий Егоров,,Астрономия_История_Космос_Репортаж_Видео,Статьи
chrdk.ru/articles/sci_kakie_faktory_vlijajut_na_nashu_sklonnost_nabirat_lishny_ves.txt,https://chrdk.ru/,https://chrdk.ru/sci/kakie_faktory_vlijajut_na_nashu_sklonnost_nabirat_lishny_ves,22.03.2016,Наука во всей полноте. Часть 1,Почему мы на самом деле  набираем лишний вес,Ирина Якутенко,,Футурология_Репортаж_Видео_Медицина,Статьи
chrdk.ru/articles/sci_kakie_problemy_predstoit_reshit_konferentsii_po_klimatu_v_parizhe.txt,https://chrdk.ru/,https://chrdk.ru/sci/kakie_problemy_predstoit_reshit_konferentsii_po_klimatu_v_parizhe,30.11.2015,Теплеем по науке,Какие проблемы предстоит решить Конференции по климату в Париже,Ольга Добровидова,,Климат_Изменение климата_Рациональное природопользование_Футурология,Статьи
chrdk.ru/articles/sci_kak_falshivki_pomogli_sozdat_cheshskuju_identichnost.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_falshivki_pomogli_sozdat_cheshskuju_identichnost,13.08.2015,Великие исторические подделки: Краледворская рукопись,Как фальшивки помогли сформировать чешскую национальную идентичность,,,История_Лингвистика,Статьи
chrdk.ru/articles/sci_kak_fizkultura_delaet_cheloveka_i_drugih_zhivotnyh_umnee_i_pochemu.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_fizkultura_delaet_cheloveka_i_drugih_zhivotnyh_umnee_i_pochemu,14.06.2016,Бежать и соображать,Как физкультура делает улитку и человека умнее,Екатерина Боровикова,,Нейронауки_Биология_Интервью_Российская наука_Выбор редакции,Статьи
chrdk.ru/articles/sci_kak_issledovat_chto_proishodit_s_mozgom_kogda_my_govorim.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_issledovat_chto_proishodit_s_mozgom_kogda_my_govorim,20.10.2016,Удивительное взаимопонимание,"Как исследовать, что происходит с мозгом, когда мы говорим",Екатерина Боровикова,,Нейронауки_Интервью_Российская наука_Выбор редакции,Статьи
chrdk.ru/articles/sci_kak_i_zachem_issleduut_mikrobov_sposobnyh_zhit_v_kipyatke_i_bez_vozduha.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_i_zachem_issleduut_mikrobov_sposobnyh_zhit_v_kipyatke_i_bez_vozduha,11.02.2016,Некоторые любят погорячей,"Как микробы, обитающие в кипятке и без воздуха, сделают нашу жизнь лучше",Екатерина Боровикова,,Науки о живом_Биология_Интервью_Российская наука,Статьи
chrdk.ru/articles/sci_kak_ludi_vliyaut_na_zhizn_ptits_i_chem_eto_ugrozhaet_zhizni_ludei.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_ludi_vliyaut_na_zhizn_ptits_i_chem_eto_ugrozhaet_zhizni_ludei,13.05.2016,Пернатая угроза,Как люди влияют на жизнь птиц и чем это угрожает жизни людей,Екатерина Боровикова,,Климат_Интервью_Российская наука_Репортаж_Видео_Экология,Статьи
chrdk.ru/articles/sci_kak_mir_zapoluchil_antibiotiki_i_pochemu_my_riskuem_vskore_lishitsya_ih.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_mir_zapoluchil_antibiotiki_i_pochemu_my_riskuem_vskore_lishitsya_ih,12.02.2016,Главное оружие человечества,Как мир заполучил антибиотики и почему мы рискуем вскоре лишиться их,Мария Осетрова,,История_Институт биоорганической химии_Биология_Медицина_Микробиология,Статьи
chrdk.ru/articles/sci_kak_naiti_i_proverit_tysyachi_ekzoplanet_i_obnaruzhit_na_nih_zhizn.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_naiti_i_proverit_tysyachi_ekzoplanet_i_obnaruzhit_na_nih_zhizn,12.05.2016,Проверка на «планетопригодность»,Как найти и проверить тысячи экзопланет и обнаружить на них жизнь,Екатерина Боровикова,,Астрономия_История_Репортаж_Видео,Статьи
chrdk.ru/articles/sci_kak_na_marse_iskali_marsian_a_nashli_vodu.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_na_marse_iskali_marsian_a_nashli_vodu,15.03.2016,Призраки с мертвой планеты,"Как на Марсе искали каналы с марсианами, а нашли воду ",Екатерина Боровикова,,Астрономия_История_Космос_Авиация и космос,Статьи
chrdk.ru/articles/sci_kak_otkrytie_massy_neitrino_mozhet_obyasnit_sushhestvovanie_vselennoi.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_otkrytie_massy_neitrino_mozhet_obyasnit_sushhestvovanie_vselennoi,16.11.2015,"Антивещество, темная материя и новая физика",Как открытие массы нейтрино может объяснить существование Вселенной,Екатерина Боровикова,,Физика_Интервью_Российская наука,Статьи
chrdk.ru/articles/sci_kak_rabotaet_baksanskaja_nejtrinnaja_observatorija.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_rabotaet_baksanskaja_nejtrinnaja_observatorija,17.03.2016,"Поселок Нейтрино, Земля, Млечный путь",Как ученые Баксанской нейтринной обсерватории изучают самые загадочные частицы,Александра Борисова,,Физика_Астрономия_Космос_Российская наука,Статьи
chrdk.ru/articles/sci_kak_rabotaet_geneticheskoe_redaktirovanie_i_v_chem_ego_problemy.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_rabotaet_geneticheskoe_redaktirovanie_i_v_chem_ego_problemy,02.06.2016,Найти и заменить,Как работает генетическое редактирование и в чем его проблемы,Екатерина Боровикова,,Биотехнологии_Генетика_Российская наука_Репортаж_Видео,Статьи
chrdk.ru/articles/sci_kak_skoro_my_nauchimsya_programmirovat_zhivye_organizmy_s_nulya.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_skoro_my_nauchimsya_programmirovat_zhivye_organizmy_s_nulya,05.04.2016,Минимум необходимого,Как скоро мы научимся программировать живые организмы «с нуля»,Екатерина Боровикова,,Генетика_Интервью_Футурология_Российская наука,Статьи
chrdk.ru/articles/sci_kak_sozdautsa_modeli_virusov_s_atomnoj_detalizatsiej.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_sozdautsa_modeli_virusov_s_atomnoj_detalizatsiej,25.03.2016,Красота с научной достоверностью,"Что нужно, чтобы создать модель вируса с точностью до атома",Ирина Якутенко,,Информационные технологии_Молекулярная биология_Интервью_Российская наука,Статьи
chrdk.ru/articles/sci_kak_talantlivye_shkolniki_proidut_put_lomonosova.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_talantlivye_shkolniki_proidut_put_lomonosova,30.03.2016,Ломоносовский обоз. Дорога в будущее,Как талантливые школьники повторят путь Ломоносова,Светлана Мироненко,,Российская наука_Ломоносовский обоз,Статьи
chrdk.ru/articles/sci_kak_uralskie_uchenye_iskali_kosmicheskoe_veshhestvo_v_golubyh_ldah.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_uralskie_uchenye_iskali_kosmicheskoe_veshhestvo_v_golubyh_ldah,12.01.2016,В Антарктиду за метеоритами, Как уральские ученые искали космическое вещество в голубых льдах,Вероника Коломкина,,Российская наука_Наука в университетах_Метеоритная экспедиция УрФУ,Статьи
chrdk.ru/articles/sci_kak_ustroeno_zrenie.txt,https://chrdk.ru/,https://chrdk.ru/sci/kak_ustroeno_zrenie,20.07.2015,Узреть невидимое,Почему люди не видят ультрафиолет и как язык меняет восприятие цветов,,,Науки о живом_История_Нейронауки_Биология,Статьи
chrdk.ru/articles/sci_kefir.txt,https://chrdk.ru/,https://chrdk.ru/sci/kefir,22.09.2016,Кто живет в кефире,Почему кефир производят везде немного разный и зачем его стандартизировать,Екатерина Боровикова,,Интервью_Российская наука_Наука в университетах_Микробиология,Статьи
chrdk.ru/articles/sci_ketogenic-diet-explainer.txt,https://chrdk.ru/,https://chrdk.ru/sci/ketogenic-diet-explainer,23.11.2017,"Кетогенная диета — это как? (И как с ней быть, если вы биохакер)","Объясняет доказательный диетолог, вооруженный ссылками на научные исследования",Елена Мотова,,Еда_Медицина,Статьи
chrdk.ru/articles/sci_khokhlov_interview.txt,https://chrdk.ru/,https://chrdk.ru/sci/khokhlov_interview,19.06.2017,РАН не должна быть обращена внутрь себя,Интервью с академиком Алексеем Хохловым,Алиса Веселкова,,Интервью_Российская наука_РАН,Статьи
chrdk.ru/articles/sci_klimaticheskie_vyzovy_pered_chrlovechrstvom.txt,https://chrdk.ru/,https://chrdk.ru/sci/klimaticheskie_vyzovy_pered_chrlovechrstvom,28.09.2015,"Океан — остановить, Солнце и атом — укротить","Эксперты об изменении климата, новых источниках энергии и энергоэффективности",Александра Борисова,,Климат_Изменение климата_Рациональное природопользование_Футурология,Статьи
chrdk.ru/articles/sci_kogda_my_smozhem_pogovorit_s_delfinami.txt,https://chrdk.ru/,https://chrdk.ru/sci/kogda_my_smozhem_pogovorit_s_delfinami,22.09.2015,Эйнштейны из океана,"«Чердак» узнал, сможем ли мы когда-нибудь поговорить с дельфинами",Екатерина Боровикова,,Животные_Интервью_Репортаж_Видео,Статьи
chrdk.ru/articles/sci_kosmicheskiy_apparat_new_horizons_doletel_do_plutona.txt,https://chrdk.ru/,https://chrdk.ru/sci/kosmicheskiy_apparat_new_horizons_doletel_do_plutona,15.07.2015,Тайна «девятой планеты»,New Horizons долетел до Плутона,Екатерина Боровикова,,Астрономия_Футурология,Статьи
chrdk.ru/articles/sci_kto_poluchit_nobelevskie_premii_po_prognozu_tompson_reuters.txt,https://chrdk.ru/,https://chrdk.ru/sci/kto_poluchit_nobelevskie_premii_po_prognozu_tompson_reuters,01.10.2015,Гадание по науке,Кто получит Нобелевские премии — по прогнозу Thomson Reuters,Екатерина Боровикова,,Физика_Химия_История_Экономика_Биотехнологии_Биология_Медицина,Статьи
chrdk.ru/articles/sci_lab_animals.txt,https://chrdk.ru/,https://chrdk.ru/sci/lab_animals,24.04.2017,Меньшие научные сотрудники,,Ольга Добровидова,,Науки о живом_Животные_Медицина,Статьи
chrdk.ru/articles/sci_languages_of_moscow.txt,https://chrdk.ru/,https://chrdk.ru/sci/languages_of_moscow,30.08.2017,Говорит Москва,"150 племен — кто, как и на каких языках разговаривает в мегаполисе",Екатерина Боровикова,,Лингвистика,Статьи
chrdk.ru/articles/sci_language_development.txt,https://chrdk.ru/,https://chrdk.ru/sci/language_development,02.08.2016,Языковое неравенство,Ученые сравнили языковые способности городских и сельских детей,Екатерина Боровикова,,Психология_Интервью_Российская наука_Лингвистика,Статьи
chrdk.ru/articles/sci_latin-russian-by-kibrik.txt,https://chrdk.ru/,https://chrdk.ru/sci/latin-russian-by-kibrik,22.11.2017,Транслит без правил,"Все умеют писать транслитом, и никто не знает, как это правильно делать",Екатерина Боровикова,,Лингвистика_Урбанистика,Статьи
chrdk.ru/articles/sci_lavrentiev_interview.txt,https://chrdk.ru/,https://chrdk.ru/sci/lavrentiev_interview,10.11.2017,Установку для бурения льда в магазине не купишь,"Интервью с гляциологом Иваном Лаврентьевым о том, как, чем и зачем изучают лед",,,Интервью_Российская наука_География,Статьи
chrdk.ru/articles/sci_lazery_dlya_beskontaktnoi_hirurgii.txt,https://chrdk.ru/,https://chrdk.ru/sci/lazery_dlya_beskontaktnoi_hirurgii,17.05.2016,Скальпель для эмбриона,О применении лазеров для бесконтактной хирургии ,Анна Шустикова,,Физика_Интервью_Медицина,Статьи
chrdk.ru/articles/sci_learn_to_be_wild_spots.txt,https://chrdk.ru/,https://chrdk.ru/sci/learn_to_be_wild_spots,28.06.2017,Научить быть диким: пятна,Как восстанавливают популяцию переднеазиатского леопарда,Алиса Веселкова,,Животные_Российская наука_Экология,Статьи
chrdk.ru/articles/sci_learn_to_be_wild_stripes.txt,https://chrdk.ru/,https://chrdk.ru/sci/learn_to_be_wild_stripes,26.06.2017,Научить быть диким: полоски,Как восстанавливают популяцию амурского тигра,Алиса Веселкова,,Животные_Российская наука_Экология,Статьи
chrdk.ru/articles/sci_life-under-sheets-of-ice.txt,https://chrdk.ru/,https://chrdk.ru/sci/life-under-sheets-of-ice,10.11.2017,Ледяные колыбели,Где нам стоит искать внеземную жизнь и как она будет выглядеть,Дмитрий Лебедев,,Астробиология_Планетология,Статьи
chrdk.ru/articles/sci_life_in_solar_system.txt,https://chrdk.ru/,https://chrdk.ru/sci/life_in_solar_system,16.02.2017,"Тепло, и мухи не кусают",Где искать жизнь в Солнечной системе (кроме Земли),Екатерина Боровикова,,Науки о живом_Космос,Статьи
chrdk.ru/articles/sci_lobachevski.txt,https://chrdk.ru/,https://chrdk.ru/sci/lobachevski,26.11.2017,Все параллельно,Как Лобачевский открывал свою геометрию,Михаил Петров,,Математика_История_Российская наука,Статьи
chrdk.ru/articles/sci_love_at_first_sight.txt,https://chrdk.ru/,https://chrdk.ru/sci/love_at_first_sight,25.05.2017,«Юнона» и Юпитер: первое свидание,Обработаны данные первого пролета «Юноны» над Юпитером,Екатерина Боровикова,,Космос,Статьи
chrdk.ru/articles/sci_ltee-lenski.txt,https://chrdk.ru/,https://chrdk.ru/sci/ltee-lenski,24.11.2017,Эволюция in vitro,Как в эксперименте длиной почти 30 лет монокультура бактерий трансформировалась в простейшее экологическое сообщество,Борис Жуков,,Биология_Микробиология_Геномика_Эволюционная биология,Статьи
chrdk.ru/articles/sci_ludi_zhili_v_arktike_uzhe_45_tysyach_let_nazad_arheologi.txt,https://chrdk.ru/,https://chrdk.ru/sci/ludi_zhili_v_arktike_uzhe_45_tysyach_let_nazad_arheologi,14.01.2016,Особенности плейстоценовой охоты,Люди жили в Арктике уже 45 тысяч лет назад ,Екатерина Боровикова,,Археология_Интервью_Российская наука,Статьи
chrdk.ru/articles/sci_lux.txt,https://chrdk.ru/,https://chrdk.ru/sci/lux,19.08.2016,Предел возможностей,Детектор LUX не нашел частиц темной материи и подходит к пределу чувствительности,Екатерина Боровикова,,Физика_Интервью_Российская наука_Закрытия,Статьи
chrdk.ru/articles/sci_Machine_learning_Krainov.txt,https://chrdk.ru/,https://chrdk.ru/sci/Machine_learning_Krainov,04.04.2016,Мозг из машины,Нейронные сети научились писать тексты и рисовать и осваивают все новые профессии,Михаил Петров,,Информационные технологии_Робототехника_Интервью_Футурология_Российская наука_Технологии_Неделя Го,Статьи
chrdk.ru/articles/sci_magnetic_void.txt,https://chrdk.ru/,https://chrdk.ru/sci/magnetic_void,19.05.2016,Природа пустоты не терпит,Ученые оценили значение магнитного поля в межгалактическом пространстве,Михаил Петров,,Физика_Астрономия_Космос_Российская наука_Наука в университетах,Статьи
chrdk.ru/articles/sci_materialsscience.txt,https://chrdk.ru/,https://chrdk.ru/sci/materialsscience,31.07.2015,Предсказать новый мир,"Физики научились придумывать новые материалы, не создавая их",Татьяна Чернова,,Физика_Материаловедение_Интервью_Российская наука,Статьи
chrdk.ru/articles/sci_math_and_genetics.txt,https://chrdk.ru/,https://chrdk.ru/sci/math_and_genetics,18.12.2015,Почему мы боимся считать,Мешают ли гены заниматься математикой ,Анастасия Тмур,,Психология_Интервью_Российская наука_Видео_Наука в университетах_Science Slam,Статьи
chrdk.ru/articles/sci_matveev_interview.txt,https://chrdk.ru/,https://chrdk.ru/sci/matveev_interview,01.01.2017,"Не прямое управление, а умное регулирование",Интервью с и.о. директора Департамента науки и технологий Минобразования Сергеем Матвеевым,,,Российская наука,Статьи
chrdk.ru/articles/sci_megagranty.txt,https://chrdk.ru/,https://chrdk.ru/sci/megagranty,10.10.2016,12 главных вопросов о мегагрантах,"Все, что вы хотели узнать о грантах-«двестидвадцатниках»","Егор Быковский, Алиса Веселкова",,Интервью_Российская наука_Репортаж_Наука в университетах_Выбор редакции,Статьи
chrdk.ru/articles/sci_mental_rotation.txt,https://chrdk.ru/,https://chrdk.ru/sci/mental_rotation,17.02.2016,"Мальчики направо, девочки налево",Ученые разобрались в отличиях пространственного мышления мужчин и женщин,Михаил Петров,,Психология_Генетика_Нейронауки_Биология_Российская наука_Наука в университетах,Статьи
chrdk.ru/articles/sci_microbiota_Alexeev.txt,https://chrdk.ru/,https://chrdk.ru/sci/microbiota_Alexeev,05.02.2016,Богатый внутренний мир ,"Наши бактерии могут рассказать о нас больше, чем мы думаем",Михаил Петров,,Науки о живом_Биотехнологии_Футурология_Российская наука_Медицина_Микробиология,Статьи
chrdk.ru/articles/sci_mikhail_nikitin_coevolution.txt,https://chrdk.ru/,https://chrdk.ru/sci/mikhail_nikitin_coevolution,03.11.2016,Из грязи в люди,Как минералы помогли зарождению жизни на Земле,Михаил Петров,,Науки о живом_Геология_Генетика_Биология_Животные,Статьи
chrdk.ru/articles/sci_missija_exomars_otpravilas_k_marsu.txt,https://chrdk.ru/,https://chrdk.ru/sci/missija_exomars_otpravilas_k_marsu,14.03.2016,Есть кто живой?, «Чердак» следит за запуском «Экзомарса» к красной планете,,,Российская наука_Авиация и космос,Статьи
chrdk.ru/articles/sci_molodye_zvezdy_v_protsesse_rosta_sedaut_zarodyshi_potentsialnyh_planet.txt,https://chrdk.ru/,https://chrdk.ru/sci/molodye_zvezdy_v_protsesse_rosta_sedaut_zarodyshi_potentsialnyh_planet,08.02.2016,Рожденные на съедение,Молодые звезды в процессе роста пожирают зародыши потенциальных планет,Екатерина Боровикова,,Астрономия_Космос_Российская наука,Статьи
chrdk.ru/articles/sci_moscovites_and_the_secret_chamber.txt,https://chrdk.ru/,https://chrdk.ru/sci/moscovites_and_the_secret_chamber,31.03.2017,Москвичи и тайная комната,"Что можно найти в Москве, если хорошенько покопаться под ногами",Алиса Веселкова,,Археология,Статьи
chrdk.ru/articles/sci_mother_and_embryo.txt,https://chrdk.ru/,https://chrdk.ru/sci/mother_and_embryo,01.06.2017,Ну ма-а-ам!,Как и от кого защитить очень маленьких детей,Полина Лосева,,Молекулярная биология_Медицина_Дети,Статьи
chrdk.ru/articles/sci_mozhet_li_chelovek_dyshat_zhidkostu_i_zachem_eto_nuzhno.txt,https://chrdk.ru/,https://chrdk.ru/sci/mozhet_li_chelovek_dyshat_zhidkostu_i_zachem_eto_nuzhno,18.04.2016,Как рыба в воде,Может ли человек дышать жидкостью и зачем это нужно,Екатерина Боровикова,,Футурология_Видео_Медицина,Статьи
chrdk.ru/articles/sci_multisensory_integration.txt,https://chrdk.ru/,https://chrdk.ru/sci/multisensory_integration,19.07.2016,В смешанных чувствах ,Пять историй про мультисенсорное восприятие мира,Михаил Петров,,Науки о живом_История_Психология_Нейронауки_Биология_Репортаж_Видео_Выбор редакции,Статьи
chrdk.ru/articles/sci_multiverse.txt,https://chrdk.ru/,https://chrdk.ru/sci/multiverse,25.07.2017,"В мирах, столь отдаленных",Где и зачем ищут другие вселенные,Михаил Петров,,Физика_Астрономия_Космос,Статьи
chrdk.ru/articles/sci_naimark_interview.txt,https://chrdk.ru/,https://chrdk.ru/sci/naimark_interview,12.11.2017,Подтянуть до уровня мыши,"Интервью с Еленой Наймарк о популяризации, фоссилизации и российской науке",,,Палеонтология_Интервью_Российская наука,Статьи
chrdk.ru/articles/sci_nasledstvennost_opredelyaet_vybor_dopolnitelnyh_predmetov_v_shkole_uchenye.txt,https://chrdk.ru/,https://chrdk.ru/sci/nasledstvennost_opredelyaet_vybor_dopolnitelnyh_predmetov_v_shkole_uchenye,21.06.2016,Учеба и генетика,Как наследственность влияет на выбор предметов в школе,Екатерина Боровикова,,Генетика_Российская наука_Выбор редакции,Статьи
chrdk.ru/articles/sci_na_bolshoi_adronnom_kollaidere_ulovili_namek_na_novuu_fiziku.txt,https://chrdk.ru/,https://chrdk.ru/sci/na_bolshoi_adronnom_kollaidere_ulovili_namek_na_novuu_fiziku,15.09.2015,Новое дыхание LHCb,На Большом адронном коллайдере уловили «намек» на новую физику,Екатерина Боровикова,,Физика_Российская наука,Статьи
chrdk.ru/articles/sci_na_marse_nashli_anomalnuju_zonu.txt,https://chrdk.ru/,https://chrdk.ru/sci/na_marse_nashli_anomalnuju_zonu,28.07.2015,Марсианский «Лось»,Марсоход Curiosity обнаружил на красной планете аномальную зону,,,Робототехника_Космос_Российская наука,Статьи
chrdk.ru/articles/sci_na_uzhnom_urale_nashli_sledy_anomalno_chastoi_smeny_magnitnyh_polusov.txt,https://chrdk.ru/,https://chrdk.ru/sci/na_uzhnom_urale_nashli_sledy_anomalno_chastoi_smeny_magnitnyh_polusov,26.01.2016,Магнитное непостоянство  ,На Южном Урале нашли следы аномально частой смены магнитных полюсов,Михаил Петров,,Геология_Климат_Изменение климата_Российская наука,Статьи
chrdk.ru/articles/sci_neptune_and_triton.txt,https://chrdk.ru/,https://chrdk.ru/sci/neptune_and_triton,09.06.2017,Невидимая планета,Почему Нептун синий и как пиво помогло найти его самый большой спутник,Екатерина Боровикова,,Астрономия_История,Статьи
chrdk.ru/articles/sci_neuroeconomic.txt,https://chrdk.ru/,https://chrdk.ru/sci/neuroeconomic,17.07.2015,Как мы принимаем решения?,"Нейроэкономика объясняет, почему мы покупаем именно то, что покупаем",Татьяна Чернова,,Психология_Экономика_Нейронауки_Биология_Интервью,Статьи
chrdk.ru/articles/sci_neurogenesis.txt,https://chrdk.ru/,https://chrdk.ru/sci/neurogenesis,22.11.2017,Они восстанавливаются,"Как нейробиологи-«революционеры» опровергали догму, гласившую, что нервные клетки не восстанавливаются",Алексей Ржешевский,,Нейронауки_Биология_Клеточная биология,Статьи
chrdk.ru/articles/sci_neuromyths_test.txt,https://chrdk.ru/,https://chrdk.ru/sci/neuromyths_test,10.08.2017,Мифы и легенды о работе мозга,"Люди верят в мифы о работе мозга, даже если их учить нейронаукам",Екатерина Боровикова,,Психология_Нейронауки_Тест,Статьи
chrdk.ru/articles/sci_nevozmozhnye_veschestva.txt,https://chrdk.ru/,https://chrdk.ru/sci/nevozmozhnye_veschestva,18.08.2015,Нобелевская премия за двойку,"Невозможные вещества, которые химики тем не менее создали",Алексей Паевский,,Химия_История_Материаловедение,Статьи
chrdk.ru/articles/sci_new-ras-president-interview.txt,https://chrdk.ru/,https://chrdk.ru/sci/new-ras-president-interview,17.10.2017,«Нас должно быть видно!»,Российскую Академию наук в ближайшие годы ждут серьезные перемены,Егор Быковский,,Интервью_Российская наука_РАН,Статьи
chrdk.ru/articles/sci_newtons_principia.txt,https://chrdk.ru/,https://chrdk.ru/sci/newtons_principia,05.07.2017,Вначале было тяготение,К 330-летию первого издания «Математических начал натуральной философии» Исаака Ньютона,Нина Блейман,,Физика,Статьи
chrdk.ru/articles/sci_nobel-2017-economics.txt,https://chrdk.ru/,https://chrdk.ru/sci/nobel-2017-economics,09.10.2017,За хорошее поведение,Премию по экономическим наукам памяти Альфреда Нобеля — 2017 дали за вклад в развитие поведенческой экономики,Ольга Добровидова,,Экономика,Статьи
chrdk.ru/articles/sci_nobel-2017-physmed.txt,https://chrdk.ru/,https://chrdk.ru/sci/nobel-2017-physmed,02.10.2017,Расписано по часам,"Нобелевскую премию 2017 года по физиологии и медицине дали за описание молекулярного механизма, регулирующего циркадные ритмы",Ольга Добровидова,,Молекулярная биология_Нобелевская премия,Статьи
chrdk.ru/articles/sci_nobelevku_po_fizike_prisudili_za_dokazatelstvo_ostsiliatsij_neitrino.txt,https://chrdk.ru/,https://chrdk.ru/sci/nobelevku_po_fizike_prisudili_za_dokazatelstvo_ostsiliatsij_neitrino,06.10.2015,Свергнуть старую физику,"Нобелевскую премию присудили за доказательство того, что у нейтрино есть масса",Ирина Якутенко,,Физика_Российская наука_Нобелевская премия,Статьи
chrdk.ru/articles/sci_nobelevku_po_himii_prinesli_molekulyarnye_mashiny.txt,https://chrdk.ru/,https://chrdk.ru/sci/nobelevku_po_himii_prinesli_molekulyarnye_mashiny,05.10.2016,Химики-конструкторы,Нобелевку по химии принесли молекулярные машины,Михаил Петров,,Химия_Нобелевская премия,Статьи
chrdk.ru/articles/sci_nobelevku_po_himii_prisudili_za_pochinku_dnk.txt,https://chrdk.ru/,https://chrdk.ru/sci/nobelevku_po_himii_prisudili_za_pochinku_dnk,07.10.2015,Ошибка ценой в жизнь,Нобелевскую премию по химии присудили за «ремонтирование» ДНК,Ирина Якутенко,,Науки о живом_История_Молекулярная биология_Биология_Нобелевская премия,Статьи
chrdk.ru/articles/sci_nobelevku_po_meditsine_i_fiziologii_prisudili_za_izuchenie_mehanizmov_autofagii.txt,https://chrdk.ru/,https://chrdk.ru/sci/nobelevku_po_meditsine_i_fiziologii_prisudili_za_izuchenie_mehanizmov_autofagii,03.10.2016,Премия за самоедство,Нобелевку по медицине и физиологии присудили за изучение механизмов аутофагии,,,Молекулярная биология_Медицина_Нобелевская премия,Статьи
chrdk.ru/articles/sci_nobelevskie_premii_v_realnoi_zhizni.txt,https://chrdk.ru/,https://chrdk.ru/sci/nobelevskie_premii_v_realnoi_zhizni,30.07.2015,Полезная наука,Какие нобелевские открытия мы используем в реальной жизни,Алексей Паевский,,Физика_Химия_Информационные технологии_Материаловедение_Биология_Футурология,Статьи
chrdk.ru/articles/sci_nobel_po_phiziologii_i_meditsine_dali_za_lekarstva_ot_parazitov.txt,https://chrdk.ru/,https://chrdk.ru/sci/nobel_po_phiziologii_i_meditsine_dali_za_lekarstva_ot_parazitov,05.10.2015,Миллионы жизней,Почему  «скучная» медицинская Нобелевка 2015 года на самом деле идеальна ,Ирина Якутенко,,История_Биология_Медицина_Микробиология_Нобелевская премия,Статьи
chrdk.ru/articles/sci_nobel_prize_in_economic_sciences_2016.txt,https://chrdk.ru/,https://chrdk.ru/sci/nobel_prize_in_economic_sciences_2016,12.10.2016,Расписать все по пунктам,Премию имени Нобеля по экономике дали за работы по теории контрактов,Михаил Петров,,Экономика_Нобелевская премия,Статьи
chrdk.ru/articles/sci_noise_and_fury.txt,https://chrdk.ru/,https://chrdk.ru/sci/noise_and_fury,14.04.2017,Шум и ярость,Что мы знаем о влиянии звуков на здоровье человека,Михаил Петров,,Науки о живом_Нейронауки,Статьи
chrdk.ru/articles/sci_novye_otkrytija_zastavili_peresmotret_gipotezy_proiskhozhdenija_cheloveka.txt,https://chrdk.ru/,https://chrdk.ru/sci/novye_otkrytija_zastavili_peresmotret_gipotezy_proiskhozhdenija_cheloveka,22.09.2015,Развесистая эволюция,Новые виды людей опровергают все теории происхождения человека,,,История_Палеонтология,Статьи
chrdk.ru/articles/sci_nutrigenomics_part1.txt,https://chrdk.ru/,https://chrdk.ru/sci/nutrigenomics_part1,07.07.2016,"Мы — то, что ели они",Как пищевые привычки наших предков изменили наши гены,Михаил Петров,,Науки о живом_Археология_История_Молекулярная биология_Биология_Еда_Интервью_Репортаж_Видео_Медицина_Выбор редакции,Статьи
chrdk.ru/articles/sci_nutrigenomics_part2.txt,https://chrdk.ru/,https://chrdk.ru/sci/nutrigenomics_part2,13.11.2017,"Мы — то, что мы едим",Как еда меняет наш эпигеном,Михаил Петров,,Науки о живом_Молекулярная биология_Биология_Еда_Интервью_Российская наука_Медицина,Статьи
chrdk.ru/articles/sci_Oganov_interview.txt,https://chrdk.ru/,https://chrdk.ru/sci/Oganov_interview,05.05.2016,Я стараюсь избегать аморфных людей,Химик-кристаллограф Артем Оганов о науке и людях,,,Химия_Интервью_Российская наука,Статьи
